"{""id"": ""bpTit1"", ""name"": ""Title"", ""field_type"": 0, ""type_options"": {""0"": {""data"": """"}}, ""is_primary"": true}","{""id"": ""bpViw1"", ""name"": ""Views"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpCmt1"", ""name"": ""Comments"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpPub1"", ""name"": ""Published"", ""field_type"": 5, ""type_options"": {""5"": {}}, ""is_primary"": false}","{""id"": ""bpDat1"", ""name"": ""Publish Date"", ""field_type"": 2, ""type_options"": {""2"": {""date_format"": 3, ""time_format"": 1, ""timezone_id"": """"}}, ""is_primary"": false}","{""id"": ""bpCat1"", ""name"": ""Category"", ""field_type"": 3, ""type_options"": {""3"": {""content"": ""{\""options\"": [{\""id\"": \""tech\"", \""name\"": \""Technology\"", \""color\"": \""Blue\""}, {\""id\"": \""biz1\"", \""name\"": \""Business\"", \""color\"": \""Green\""}, {\""id\"": \""dsgn\"", \""name\"": \""Design\"", \""color\"": \""Orange\""}, {\""id\"": \""mkt1\"", \""name\"": \""Marketing\"", \""color\"": \""Purple\""}, {\""id\"": \""eng1\"", \""name\"": \""Engineering\"", \""color\"": \""Yellow\""}, {\""id\"": \""prd1\"", \""name\"": \""Product\"", \""color\"": \""Pink\""}, {\""id\"": \""cult\"", \""name\"": \""Culture\"", \""color\"": \""LightPink\""}, {\""id\"": \""tutr\"", \""name\"": \""Tutorial\"", \""color\"": \""Aqua\""}], \""disable_color\"": false}""}}, ""is_primary"": false}","{""id"": ""bpAuI1"", ""name"": ""Author Index"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpLMd1"", ""name"": ""Last modified"", ""field_type"": 8, ""type_options"": {""8"": {""date_format"": 3, ""time_format"": 1, ""include_time"": true}}, ""is_primary"": false}","{""id"": ""bpCAt1"", ""name"": ""Created at"", ""field_type"": 9, ""type_options"": {""9"": {""date_format"": 3, ""time_format"": 1, ""include_time"": true}}, ""is_primary"": false}"
"{""data"": ""Lessons Learned from Company Culture"", ""created_at"": 1700000500, ""last_modified"": 1700000500, ""field_type"": 0}","{""data"": ""4670"", ""created_at"": 1700000500, ""last_modified"": 1700000500, ""field_type"": 1}","{""data"": ""36"", ""created_at"": 1700000500, ""last_modified"": 1700000500, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000500, ""last_modified"": 1700000500, ""field_type"": 5}","{""data"": ""1701964800"", ""created_at"": 1700000500, ""last_modified"": 1700000500, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700000500, ""last_modified"": 1700000500, ""field_type"": 3}","{""data"": ""40"", ""created_at"": 1700000500, ""last_modified"": 1700000500, ""field_type"": 1}","{""data"": ""1700000500"", ""field_type"": 8}","{""data"": ""1700000500"", ""field_type"": 9}"
"{""data"": ""Mastering Leadership for Beginners"", ""created_at"": 1700000550, ""last_modified"": 1700000550, ""field_type"": 0}","{""data"": ""45178"", ""created_at"": 1700000550, ""last_modified"": 1700000550, ""field_type"": 1}","{""data"": ""325"", ""created_at"": 1700000550, ""last_modified"": 1700000550, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700000550, ""last_modified"": 1700000550, ""field_type"": 5}","{""data"": ""1724947200"", ""created_at"": 1700000550, ""last_modified"": 1700000550, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700000550, ""last_modified"": 1700000550, ""field_type"": 3}","{""data"": ""15"", ""created_at"": 1700000550, ""last_modified"": 1700000550, ""field_type"": 1}","{""data"": ""1700000550"", ""field_type"": 8}","{""data"": ""1700000550"", ""field_type"": 9}"
"{""data"": ""Cloud Computing Architecture Explained"", ""created_at"": 1700000600, ""last_modified"": 1700000600, ""field_type"": 0}","{""data"": ""238"", ""created_at"": 1700000600, ""last_modified"": 1700000600, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700000600, ""last_modified"": 1700000600, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700000600, ""last_modified"": 1700000600, ""field_type"": 5}","{""data"": ""1733328000"", ""created_at"": 1700000600, ""last_modified"": 1700000600, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700000600, ""last_modified"": 1700000600, ""field_type"": 3}","{""data"": ""179"", ""created_at"": 1700000600, ""last_modified"": 1700000600, ""field_type"": 1}","{""data"": ""1700000600"", ""field_type"": 8}","{""data"": ""1700000600"", ""field_type"": 9}"
"{""data"": ""Android Architecture Explained"", ""created_at"": 1700000650, ""last_modified"": 1700000650, ""field_type"": 0}","{""data"": ""345"", ""created_at"": 1700000650, ""last_modified"": 1700000650, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700000650, ""last_modified"": 1700000650, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000650, ""last_modified"": 1700000650, ""field_type"": 5}","{""data"": ""1718812800"", ""created_at"": 1700000650, ""last_modified"": 1700000650, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700000650, ""last_modified"": 1700000650, ""field_type"": 3}","{""data"": ""133"", ""created_at"": 1700000650, ""last_modified"": 1700000650, ""field_type"": 1}","{""data"": ""1700000650"", ""field_type"": 8}","{""data"": ""1700000650"", ""field_type"": 9}"
"{""data"": ""How CI/CD Changed Our Team"", ""created_at"": 1700000700, ""last_modified"": 1700000700, ""field_type"": 0}","{""data"": ""12202"", ""created_at"": 1700000700, ""last_modified"": 1700000700, ""field_type"": 1}","{""data"": ""65"", ""created_at"": 1700000700, ""last_modified"": 1700000700, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000700, ""last_modified"": 1700000700, ""field_type"": 5}","{""data"": ""1708963200"", ""created_at"": 1700000700, ""last_modified"": 1700000700, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700000700, ""last_modified"": 1700000700, ""field_type"": 3}","{""data"": ""79"", ""created_at"": 1700000700, ""last_modified"": 1700000700, ""field_type"": 1}","{""data"": ""1700000700"", ""field_type"": 8}","{""data"": ""1700000700"", ""field_type"": 9}"
"{""data"": ""Lessons Learned from Company Culture"", ""created_at"": 1700000750, ""last_modified"": 1700000750, ""field_type"": 0}","{""data"": ""422"", ""created_at"": 1700000750, ""last_modified"": 1700000750, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700000750, ""last_modified"": 1700000750, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000750, ""last_modified"": 1700000750, ""field_type"": 5}","{""data"": ""1731081600"", ""created_at"": 1700000750, ""last_modified"": 1700000750, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700000750, ""last_modified"": 1700000750, ""field_type"": 3}","{""data"": ""15"", ""created_at"": 1700000750, ""last_modified"": 1700000750, ""field_type"": 1}","{""data"": ""1700000750"", ""field_type"": 8}","{""data"": ""1700000750"", ""field_type"": 9}"
"{""data"": ""Understanding Open Source: A Deep Dive"", ""created_at"": 1700000800, ""last_modified"": 1700000800, ""field_type"": 0}","{""data"": ""396"", ""created_at"": 1700000800, ""last_modified"": 1700000800, ""field_type"": 1}","{""data"": ""9"", ""created_at"": 1700000800, ""last_modified"": 1700000800, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000800, ""last_modified"": 1700000800, ""field_type"": 5}","{""data"": ""1694275200"", ""created_at"": 1700000800, ""last_modified"": 1700000800, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700000800, ""last_modified"": 1700000800, ""field_type"": 3}","{""data"": ""50"", ""created_at"": 1700000800, ""last_modified"": 1700000800, ""field_type"": 1}","{""data"": ""1700000800"", ""field_type"": 8}","{""data"": ""1700000800"", ""field_type"": 9}"
"{""data"": ""Why Web3 Matters for Your Business"", ""created_at"": 1700000850, ""last_modified"": 1700000850, ""field_type"": 0}","{""data"": ""300"", ""created_at"": 1700000850, ""last_modified"": 1700000850, ""field_type"": 1}","{""data"": ""8"", ""created_at"": 1700000850, ""last_modified"": 1700000850, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000850, ""last_modified"": 1700000850, ""field_type"": 5}","{""data"": ""1697904000"", ""created_at"": 1700000850, ""last_modified"": 1700000850, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700000850, ""last_modified"": 1700000850, ""field_type"": 3}","{""data"": ""167"", ""created_at"": 1700000850, ""last_modified"": 1700000850, ""field_type"": 1}","{""data"": ""1700000850"", ""field_type"": 8}","{""data"": ""1700000850"", ""field_type"": 9}"
"{""data"": ""Understanding Agile: A Deep Dive"", ""created_at"": 1700000900, ""last_modified"": 1700000900, ""field_type"": 0}","{""data"": ""198"", ""created_at"": 1700000900, ""last_modified"": 1700000900, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700000900, ""last_modified"": 1700000900, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000900, ""last_modified"": 1700000900, ""field_type"": 5}","{""data"": ""1730476800"", ""created_at"": 1700000900, ""last_modified"": 1700000900, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700000900, ""last_modified"": 1700000900, ""field_type"": 3}","{""data"": ""41"", ""created_at"": 1700000900, ""last_modified"": 1700000900, ""field_type"": 1}","{""data"": ""1700000900"", ""field_type"": 8}","{""data"": ""1700000900"", ""field_type"": 9}"
"{""data"": ""The Future of Kubernetes"", ""created_at"": 1700000950, ""last_modified"": 1700000950, ""field_type"": 0}","{""data"": ""120"", ""created_at"": 1700000950, ""last_modified"": 1700000950, ""field_type"": 1}","{""data"": ""2"", ""created_at"": 1700000950, ""last_modified"": 1700000950, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700000950, ""last_modified"": 1700000950, ""field_type"": 5}","{""data"": ""1728921600"", ""created_at"": 1700000950, ""last_modified"": 1700000950, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700000950, ""last_modified"": 1700000950, ""field_type"": 3}","{""data"": ""154"", ""created_at"": 1700000950, ""last_modified"": 1700000950, ""field_type"": 1}","{""data"": ""1700000950"", ""field_type"": 8}","{""data"": ""1700000950"", ""field_type"": 9}"
"{""data"": ""Docker Architecture Explained"", ""created_at"": 1700001000, ""last_modified"": 1700001000, ""field_type"": 0}","{""data"": ""14009"", ""created_at"": 1700001000, ""last_modified"": 1700001000, ""field_type"": 1}","{""data"": ""15"", ""created_at"": 1700001000, ""last_modified"": 1700001000, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700001000, ""last_modified"": 1700001000, ""field_type"": 5}","{""data"": ""1714665600"", ""created_at"": 1700001000, ""last_modified"": 1700001000, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700001000, ""last_modified"": 1700001000, ""field_type"": 3}","{""data"": ""214"", ""created_at"": 1700001000, ""last_modified"": 1700001000, ""field_type"": 1}","{""data"": ""1700001000"", ""field_type"": 8}","{""data"": ""1700001000"", ""field_type"": 9}"
"{""data"": ""Advanced DevOps Techniques"", ""created_at"": 1700001050, ""last_modified"": 1700001050, ""field_type"": 0}","{""data"": ""2402"", ""created_at"": 1700001050, ""last_modified"": 1700001050, ""field_type"": 1}","{""data"": ""22"", ""created_at"": 1700001050, ""last_modified"": 1700001050, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700001050, ""last_modified"": 1700001050, ""field_type"": 5}","{""data"": ""1709395200"", ""created_at"": 1700001050, ""last_modified"": 1700001050, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700001050, ""last_modified"": 1700001050, ""field_type"": 3}","{""data"": ""65"", ""created_at"": 1700001050, ""last_modified"": 1700001050, ""field_type"": 1}","{""data"": ""1700001050"", ""field_type"": 8}","{""data"": ""1700001050"", ""field_type"": 9}"
"{""data"": ""Sales vs Open Source: Which is Better?"", ""created_at"": 1700001100, ""last_modified"": 1700001100, ""field_type"": 0}","{""data"": ""498"", ""created_at"": 1700001100, ""last_modified"": 1700001100, ""field_type"": 1}","{""data"": ""4"", ""created_at"": 1700001100, ""last_modified"": 1700001100, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700001100, ""last_modified"": 1700001100, ""field_type"": 5}","{""data"": ""1702137600"", ""created_at"": 1700001100, ""last_modified"": 1700001100, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700001100, ""last_modified"": 1700001100, ""field_type"": 3}","{""data"": ""154"", ""created_at"": 1700001100, ""last_modified"": 1700001100, ""field_type"": 1}","{""data"": ""1700001100"", ""field_type"": 8}","{""data"": ""1700001100"", ""field_type"": 9}"
"{""data"": ""The State of Sales in 2025"", ""created_at"": 1700001150, ""last_modified"": 1700001150, ""field_type"": 0}","{""data"": ""38044"", ""created_at"": 1700001150, ""last_modified"": 1700001150, ""field_type"": 1}","{""data"": ""377"", ""created_at"": 1700001150, ""last_modified"": 1700001150, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700001150, ""last_modified"": 1700001150, ""field_type"": 5}","{""data"": ""1686844800"", ""created_at"": 1700001150, ""last_modified"": 1700001150, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700001150, ""last_modified"": 1700001150, ""field_type"": 3}","{""data"": ""141"", ""created_at"": 1700001150, ""last_modified"": 1700001150, ""field_type"": 1}","{""data"": ""1700001150"", ""field_type"": 8}","{""data"": ""1700001150"", ""field_type"": 9}"
"{""data"": ""Remote Work in Practice: A Case Study"", ""created_at"": 1700001200, ""last_modified"": 1700001200, ""field_type"": 0}","{""data"": ""226743"", ""created_at"": 1700001200, ""last_modified"": 1700001200, ""field_type"": 1}","{""data"": ""3634"", ""created_at"": 1700001200, ""last_modified"": 1700001200, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700001200, ""last_modified"": 1700001200, ""field_type"": 5}","{""data"": ""1710259200"", ""created_at"": 1700001200, ""last_modified"": 1700001200, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""cult"", ""created_at"": 1700001200, ""last_modified"": 1700001200, ""field_type"": 3}","{""data"": ""59"", ""created_at"": 1700001200, ""last_modified"": 1700001200, ""field_type"": 1}","{""data"": ""1700001200"", ""field_type"": 8}","{""data"": ""1700001200"", ""field_type"": 9}"
"{""data"": ""Mobile Development vs Web3: Which is Better?"", ""created_at"": 1700001250, ""last_modified"": 1700001250, ""field_type"": 0}","{""data"": ""2532"", ""created_at"": 1700001250, ""last_modified"": 1700001250, ""field_type"": 1}","{""data"": ""9"", ""created_at"": 1700001250, ""last_modified"": 1700001250, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700001250, ""last_modified"": 1700001250, ""field_type"": 5}","{""data"": ""1701619200"", ""created_at"": 1700001250, ""last_modified"": 1700001250, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700001250, ""last_modified"": 1700001250, ""field_type"": 3}","{""data"": ""189"", ""created_at"": 1700001250, ""last_modified"": 1700001250, ""field_type"": 1}","{""data"": ""1700001250"", ""field_type"": 8}","{""data"": ""1700001250"", ""field_type"": 9}"
